Record;Date;LOC Time;Articulo;Estado Camara;Estado Estampado;Comunicacion ChronosE;ResultadoE;Estado Controles;Comunicacion ChronosC;ResultadoC;Posicion Pieza; Piezas Controladas; Piezas En Chronos
113;08/24/2024;10:39:01;2429075;1;0;0;0;0;0;0;0;0;1
114;08/24/2024;10:40:04;2429075;1;0;0;0;0;0;0;0;0;1
115;08/24/2024;10:40:44;2429075;1;0;0;0;0;0;0;0;0;1
116;08/24/2024;10:41:23;2429075;1;0;0;0;0;0;0;0;0;1
117;08/24/2024;10:42:12;2429075;1;0;0;0;0;0;0;0;0;1
118;08/24/2024;10:59:31;2429075;1;0;0;0;0;0;0;0;0;1
119;08/24/2024;11:01:39;2429075;1;0;0;0;0;0;0;0;0;1
120;08/24/2024;12:50:41;2429075;1;0;0;0;0;0;0;0;0;1
121;08/24/2024;12:51:22;2429075;1;0;0;0;0;0;0;0;0;1
122;08/24/2024;12:53:15;2429075;1;0;0;0;0;0;0;0;0;1
123;08/24/2024;12:54:00;2429075;1;0;0;0;0;0;0;0;0;1
124;08/24/2024;12:54:49;2429075;1;0;0;0;0;0;0;0;0;1
125;08/24/2024;12:55:29;2429075;1;0;0;0;0;0;0;0;0;1
126;08/24/2024;13:00:57;2429075;1;0;0;0;0;0;0;0;0;1
127;08/24/2024;13:01:35;2429075;1;0;0;0;0;0;0;0;0;1
128;08/24/2024;13:36:46;2429075;1;0;0;0;0;0;0;0;0;1
129;08/24/2024;13:38:50;2429075;1;0;0;0;0;0;0;0;0;1
130;08/24/2024;13:45:44;2429075;1;0;0;0;0;0;0;0;0;1
131;08/24/2024;13:46:32;2429075;1;0;0;0;0;0;0;0;0;1
132;08/24/2024;13:52:00;2429075;1;0;0;0;0;0;0;0;0;1
